"Status","DaysEnrollToStart","Campus1","Campus2","ProgramVersionBSDH2017","ProgramVersionBSN2013","ProgramVersionBSN2015","DaysLeadToEnroll","GenderFemale","MaritalStatusDivorced","MaritalStatusMarried","MaritalStatusSeparated","MaritalStatusSingle","MaritalStatusWidowed","AgeAtLead","IsVeteran1","IsHispanic1","FinancialAidAdvisorID1"
"0",24,1,0,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"1",115,0,0,0,0,1,43,1,0,0,0,1,0,27,0,0,1
"1",116,0,1,0,0,0,707,1,0,0,0,1,0,24,0,0,1
"1",62,1,0,0,0,1,0,1,0,0,0,1,0,37,0,0,1
"1",119,0,1,0,0,1,17,1,0,0,0,1,0,20,0,0,1
"1",63,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,1,1
"0",97,1,0,0,0,1,46,0,0,0,0,1,0,26,0,1,1
"0",152,0,0,0,0,1,532,0,0,1,0,0,0,29,0,0,1
"1",91,1,0,0,0,1,-1,1,0,0,0,1,0,26,0,0,1
"0",95,0,1,0,0,1,-1,1,0,0,0,1,0,25,0,0,1
"0",90,0,0,0,0,1,92,1,0,0,0,1,0,20,0,0,1
"1",146,0,1,0,0,1,739,1,0,0,0,0,0,33,0,1,0
"0",116,0,1,0,0,1,-1,1,0,0,0,1,0,26,0,0,1
"0",103,0,0,0,0,0,-1,1,0,1,0,0,0,27,0,1,1
"1",83,0,0,0,0,1,102,1,0,0,0,1,0,17,0,0,1
"0",53,0,0,0,0,1,757,1,0,0,0,1,0,21,0,0,1
"0",131,0,1,0,0,1,34,1,0,0,0,1,0,18,0,0,1
"0",105,0,0,0,0,1,783,0,0,0,0,1,0,16,0,0,1
"1",70,0,0,1,0,0,91,1,1,0,0,0,0,34,0,0,0
"1",96,1,0,0,0,1,2644,1,0,0,0,1,0,22,0,1,1
"1",125,1,0,0,0,1,504,1,0,0,0,1,0,22,0,1,1
"1",74,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"1",80,0,1,0,0,0,18,1,0,0,0,1,0,27,0,0,1
"1",31,0,0,1,0,0,0,1,0,0,0,1,0,18,0,0,1
"0",76,0,0,0,0,1,1203,0,0,0,0,1,0,25,0,0,1
"1",137,0,0,1,0,0,-1,0,0,0,0,1,0,30,0,0,0
"0",83,0,0,1,0,0,50,1,0,0,0,1,0,22,0,0,1
"0",84,0,1,0,0,1,6,1,0,0,0,1,0,27,0,0,1
"0",70,1,0,0,0,1,0,1,0,0,0,1,0,22,0,0,1
"1",73,0,1,0,0,1,59,1,0,0,0,0,0,32,0,1,0
"1",75,0,1,0,0,1,1346,1,0,0,0,0,0,22,0,1,0
"1",67,0,0,1,0,0,-1,1,0,1,0,0,0,27,0,1,1
"1",48,0,1,0,0,1,-1,1,0,0,0,0,0,20,0,0,0
"1",122,1,0,0,0,1,0,1,0,0,1,0,0,21,0,0,1
"0",105,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",54,0,1,0,0,0,42,1,0,0,0,1,0,38,0,0,1
"1",101,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"1",46,1,0,0,0,1,0,1,0,0,0,1,0,21,0,1,1
"0",87,0,0,0,0,1,-1,1,0,1,0,0,0,40,0,1,1
"0",87,0,0,0,0,1,209,1,0,0,0,1,0,20,0,1,1
"1",130,0,0,0,0,1,55,1,0,0,0,1,0,25,0,0,1
"1",146,0,1,0,0,1,34,0,0,0,0,0,0,25,0,0,0
"1",125,0,1,0,0,1,100,1,0,0,0,1,0,29,0,0,1
"0",101,0,1,0,0,1,119,1,0,0,0,1,0,21,0,0,1
"0",108,0,0,0,0,0,2456,0,0,0,0,1,0,23,0,0,1
"0",89,0,1,0,0,1,126,0,0,0,0,1,0,23,0,0,1
"1",68,1,0,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"0",125,0,0,0,0,1,880,0,0,0,0,1,0,22,1,0,1
"0",70,1,0,0,0,1,1812,1,0,0,0,1,0,18,0,1,1
"0",74,1,0,0,0,1,-1,1,0,1,0,0,0,25,0,0,1
"0",109,0,1,0,0,1,0,1,0,0,0,1,0,24,0,0,1
"0",89,0,0,0,0,1,-1,0,0,0,1,0,0,32,1,0,1
"0",88,0,1,0,0,1,139,1,0,0,0,1,0,29,0,0,1
"1",122,1,0,0,0,1,77,0,0,1,0,0,0,20,0,0,1
"1",129,1,0,0,0,1,38,1,0,0,0,1,0,22,0,1,1
"1",66,0,1,0,0,1,-1,1,0,0,0,1,0,26,0,1,1
"0",117,0,0,0,0,1,81,1,0,0,0,1,0,21,0,0,1
"0",150,0,0,0,0,1,513,0,0,0,0,1,0,18,0,0,1
"0",89,0,1,0,0,1,-1,0,0,0,0,1,0,19,0,0,1
"1",146,0,0,0,0,1,7,1,0,1,0,0,0,29,0,0,0
"0",103,0,1,0,0,1,13,1,0,0,0,1,0,24,0,0,1
"1",65,0,1,0,0,1,-3,0,0,0,0,1,0,21,0,1,1
"0",87,0,0,0,0,1,-1,1,0,0,0,1,0,27,0,0,1
"0",69,1,0,0,0,1,1854,1,0,0,0,1,0,17,0,0,1
"0",75,0,1,0,0,1,-1,1,0,0,0,1,0,23,0,0,1
"0",73,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"1",104,0,0,0,0,1,-1,1,0,1,0,0,0,27,0,0,1
"0",68,0,0,0,0,1,118,1,0,0,0,1,0,21,0,1,1
"0",49,0,0,0,0,0,-1,0,0,0,0,1,0,24,1,1,1
"0",80,1,0,0,0,1,0,1,0,0,0,1,0,20,0,0,1
"0",112,1,0,0,0,0,-1,1,0,0,0,1,0,29,0,1,1
"0",82,0,0,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"1",52,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",133,1,0,0,0,1,0,1,0,0,0,1,0,22,0,0,1
"1",104,1,0,0,0,1,-1,1,0,0,0,1,0,26,0,0,1
"1",125,1,0,0,0,0,-1,1,1,0,0,0,0,31,0,1,1
"0",112,0,0,0,0,1,107,1,0,0,0,1,0,23,0,0,1
"1",145,0,0,0,0,1,34,1,0,0,0,1,0,27,0,0,1
"0",91,0,0,0,0,1,-1,1,0,0,0,1,0,25,0,0,1
"1",103,0,1,0,0,1,4,1,0,0,0,0,0,25,0,0,0
"0",96,1,0,0,0,1,2,1,0,1,0,0,0,25,0,1,1
"0",24,1,0,0,0,1,248,0,0,1,0,0,0,32,0,0,1
"1",151,0,0,0,0,1,-1,1,0,0,0,0,0,29,0,1,0
"0",125,0,0,0,0,0,24,0,0,0,0,0,0,41,0,0,1
"1",122,1,0,0,0,1,4,1,0,0,0,1,0,24,0,0,1
"1",143,0,0,0,0,1,44,1,0,0,0,1,0,24,0,0,1
"0",65,0,1,0,0,0,2964,1,0,0,0,1,0,42,0,0,1
"0",109,1,0,0,0,1,0,1,0,0,0,1,0,28,0,1,1
"0",136,0,1,0,0,1,97,1,0,0,0,1,0,26,0,0,1
"1",130,0,0,0,0,1,7,1,0,0,0,1,0,21,0,0,1
"0",397,0,0,0,0,1,0,0,0,0,0,1,0,18,0,1,1
"1",98,1,0,0,0,1,39,0,0,0,0,1,0,26,0,1,1
"1",73,0,1,0,0,1,1886,1,0,0,0,1,0,21,0,0,1
"1",116,0,1,0,0,1,61,0,0,0,0,1,0,27,0,1,1
"1",125,1,0,0,0,0,12,1,0,0,0,1,0,23,0,1,1
"1",48,1,0,0,0,0,0,1,0,0,0,1,0,28,0,0,1
"0",101,1,0,0,0,1,45,1,0,0,0,1,0,20,0,1,1
"0",68,0,0,0,0,1,0,0,0,0,0,1,0,21,0,1,1
"0",75,1,0,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"0",125,0,1,0,0,0,-1,1,0,1,0,0,0,31,0,0,1
"0",112,0,1,0,0,1,54,1,0,1,0,0,0,26,0,0,1
"0",68,0,0,1,0,0,-1,1,0,0,0,1,0,19,0,0,1
"0",109,1,0,0,0,1,27,1,0,0,0,1,0,23,0,0,1
"0",48,0,1,0,0,1,194,1,0,0,0,1,0,29,0,0,1
"1",112,1,0,0,0,1,2195,0,0,0,0,1,0,26,0,0,1
"1",108,1,0,0,0,1,-1,1,0,0,0,1,0,20,0,1,1
"1",87,0,0,0,0,1,-1,0,0,0,0,1,0,35,0,1,1
"0",110,1,0,0,0,1,-1,1,0,1,0,0,0,23,0,1,1
"0",76,0,0,0,0,0,0,1,0,0,0,1,0,35,0,1,1
"0",103,1,0,0,0,1,1407,1,0,0,0,1,0,21,0,0,1
"0",81,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"1",77,0,1,0,0,1,139,1,0,1,0,0,0,31,0,0,1
"1",110,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",49,1,0,0,0,1,69,1,0,0,0,1,0,20,0,0,1
"1",102,0,1,0,0,1,1374,0,0,0,0,1,0,20,0,1,0
"0",130,0,1,0,0,1,58,0,0,0,0,1,0,32,0,1,1
"0",129,0,0,0,0,1,53,0,0,0,0,1,0,24,0,0,1
"1",70,0,0,0,0,0,-1,1,0,0,0,1,0,26,0,1,1
"0",139,0,0,0,0,1,1579,1,0,0,0,1,0,20,0,0,1
"0",782,0,0,0,0,0,1293,1,0,0,0,1,0,21,0,1,1
"0",98,0,0,1,0,0,-1,0,0,0,0,1,0,33,0,1,1
"0",63,0,1,0,0,1,1,1,0,0,0,1,0,24,0,1,1
"1",62,1,0,0,0,1,1,1,0,1,0,0,0,24,0,1,1
"0",115,1,0,0,0,1,129,1,0,1,0,0,0,22,0,1,1
"0",31,0,0,1,0,0,0,0,0,0,0,1,0,26,1,0,1
"0",33,1,0,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"0",115,0,0,0,0,1,-1,1,0,0,0,1,0,27,0,0,1
"0",81,0,1,0,0,0,57,1,0,0,0,1,0,22,0,0,1
"0",118,0,0,0,0,0,1864,1,0,0,0,1,0,24,0,0,1
"1",116,0,0,0,0,0,58,0,0,0,0,1,0,23,0,0,1
"1",136,0,0,0,0,0,48,1,0,0,0,1,0,36,1,0,1
"0",54,0,1,0,0,1,723,1,0,0,0,1,0,20,0,0,1
"0",33,1,0,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"1",66,1,0,0,0,1,-1,1,1,0,0,0,0,29,0,1,1
"0",131,1,0,0,0,1,78,1,0,0,0,1,0,18,0,0,1
"1",67,0,0,0,0,1,114,1,0,0,0,1,0,18,0,0,1
"1",82,1,0,0,0,1,8,1,0,0,0,1,0,22,0,1,1
"0",154,0,1,0,0,1,4,0,0,0,0,1,0,21,0,0,1
"1",104,0,1,0,0,1,418,1,0,0,0,1,0,20,0,0,1
"0",97,1,0,0,0,1,14,1,1,0,0,0,0,31,0,1,1
"0",32,1,0,0,0,1,302,1,0,1,0,0,0,29,0,0,1
"0",75,0,1,0,0,1,0,0,0,0,0,1,0,18,0,1,1
"0",90,0,1,0,0,1,0,1,0,0,0,1,0,22,0,1,1
"0",66,0,0,0,0,1,2729,1,0,1,0,0,0,29,0,0,1
"0",101,0,0,0,0,1,0,0,0,0,0,1,0,19,0,0,1
"0",111,1,0,0,0,0,0,1,0,0,0,1,0,23,0,1,1
"1",129,0,1,0,0,1,111,1,0,0,0,1,0,22,0,1,1
"1",143,0,0,0,0,1,-1,1,0,0,0,1,0,29,0,0,1
"0",97,0,0,0,0,1,54,1,0,0,0,1,0,23,0,0,1
"0",98,1,0,0,0,1,-1,1,0,1,0,0,0,40,0,0,1
"1",89,0,1,0,0,1,626,0,0,0,1,0,0,56,0,0,1
"0",69,0,1,0,0,1,0,1,0,0,0,1,0,33,0,0,1
"1",52,0,1,0,0,1,-1,1,0,0,0,1,0,23,0,1,1
"0",38,0,0,1,0,0,49,1,0,0,0,1,0,27,0,0,1
"1",109,0,0,0,0,0,168,1,0,1,0,0,0,34,0,0,1
"1",53,0,1,0,0,1,-1,0,0,0,0,1,0,22,0,0,1
"1",110,0,1,0,0,1,-1,1,0,1,0,0,0,26,0,0,1
"1",67,0,0,0,0,0,271,1,0,0,0,1,0,44,0,0,0
"0",102,1,0,0,0,1,-1,1,0,0,0,1,0,30,0,0,1
"0",130,0,1,0,0,1,0,1,0,0,0,1,0,21,0,1,1
"1",49,1,0,0,0,1,6,1,0,0,0,1,0,23,0,0,1
"0",131,0,1,0,0,0,230,0,0,0,0,1,0,32,0,0,1
"1",112,1,0,0,0,1,7,1,0,0,0,1,0,23,0,0,1
"0",49,0,0,0,0,1,-1,1,0,1,0,0,0,33,0,0,1
"1",96,1,0,0,0,1,6,1,0,1,0,0,0,25,0,1,1
"0",122,0,1,0,0,0,1339,1,0,1,0,0,0,26,0,0,1
"0",48,0,0,0,0,0,32,1,0,0,0,1,0,24,0,1,1
"0",112,0,0,0,0,0,1392,1,0,0,0,1,0,41,0,1,1
"0",69,0,1,0,0,1,-1,1,1,0,0,0,0,34,1,0,1
"0",63,0,1,0,0,1,-1,1,0,0,0,1,0,23,0,0,1
"0",67,1,0,0,0,0,660,1,0,0,0,1,0,25,0,1,1
"1",102,1,0,0,0,0,226,1,0,1,0,0,0,31,0,0,1
"1",48,0,0,0,0,1,1929,0,0,0,0,0,0,27,0,1,0
"0",95,0,0,0,0,1,0,1,0,0,0,1,0,30,1,0,1
"0",132,0,1,0,0,1,-1,0,0,0,0,1,0,18,0,0,1
"0",115,0,0,0,0,1,27,1,0,0,0,1,0,31,0,0,1
"0",125,0,0,0,0,1,482,1,0,0,0,1,0,32,0,1,1
"1",62,0,1,0,0,1,63,1,0,0,0,1,0,30,0,0,1
"0",47,0,1,0,0,1,394,1,0,0,0,1,0,21,0,1,1
"1",96,1,0,0,0,1,79,1,0,0,0,1,0,22,0,1,1
"0",117,0,0,0,0,1,-6,1,0,0,0,1,0,24,0,0,1
"1",115,0,1,0,0,1,6,1,0,1,0,0,0,24,0,0,1
"0",103,1,0,0,0,1,744,1,0,0,0,1,0,31,1,0,1
"1",129,0,0,0,0,1,-1,0,1,0,0,0,0,30,1,1,0
"1",75,0,0,0,0,0,404,1,0,0,0,1,0,25,0,0,0
"1",102,1,0,0,0,1,84,1,1,0,0,0,0,26,0,1,1
"0",143,0,1,0,0,1,5,1,0,0,0,1,0,28,0,0,1
"1",67,0,1,0,0,1,833,1,0,0,0,1,0,21,0,0,1
"1",102,0,1,0,0,0,112,1,0,1,0,0,0,29,0,1,1
"1",98,0,1,0,0,1,-1,0,0,0,0,1,0,24,0,0,1
"0",115,0,1,0,0,0,735,1,0,1,0,0,0,27,0,0,1
"1",33,0,0,1,0,0,-1,1,0,0,0,1,0,28,0,1,1
"0",94,0,0,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"0",46,0,0,0,0,1,584,1,0,0,0,1,0,28,0,0,1
"0",136,0,1,0,0,1,384,1,0,0,0,1,0,20,0,0,1
"0",76,1,0,0,0,1,69,1,0,0,0,1,0,23,0,1,1
"0",146,0,1,0,0,1,28,1,0,0,0,1,0,26,0,0,1
"0",63,0,1,0,0,1,805,1,0,0,0,1,0,23,0,1,1
"0",66,1,0,0,0,0,-1,1,0,0,0,1,0,25,0,0,1
"1",54,0,0,0,0,1,11,1,0,0,0,1,0,40,0,0,1
"0",63,0,1,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"0",98,0,1,0,0,1,892,1,0,0,0,1,0,23,0,0,1
"1",87,1,0,0,0,1,-1,0,0,0,0,1,0,27,0,1,1
"1",53,0,0,0,0,1,-1,1,0,0,0,1,0,26,0,0,1
"1",49,1,0,0,0,1,-1,1,0,1,0,0,0,32,0,1,1
"1",96,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"0",26,0,0,1,0,0,-1,1,0,1,0,0,0,27,0,1,1
"0",133,0,0,0,0,1,174,1,0,0,0,1,0,19,0,0,1
"1",47,0,0,0,0,1,259,0,0,1,0,0,0,45,0,0,1
"0",62,0,0,0,0,1,0,1,0,0,0,1,0,31,0,0,1
"0",61,1,0,0,0,1,104,1,0,0,0,1,0,22,0,0,1
"1",76,0,0,0,0,1,-1,1,0,1,0,0,0,35,0,1,1
"1",130,0,1,0,0,1,0,1,0,0,0,1,0,25,0,1,1
"0",131,0,0,0,0,1,119,1,0,1,0,0,0,21,0,1,1
"0",90,0,1,0,0,1,237,0,0,0,0,0,0,23,0,0,1
"1",55,1,0,0,0,0,0,1,0,1,0,0,0,36,0,0,1
"0",108,0,1,0,0,1,37,1,0,0,0,1,0,23,0,0,1
"1",126,1,0,0,0,1,25,0,0,0,0,1,0,21,1,1,1
"0",90,1,0,0,0,1,-1,0,0,0,0,1,0,24,0,1,1
"0",53,0,1,0,0,1,751,1,0,1,0,0,0,32,0,0,1
"1",129,0,0,0,0,1,0,0,0,0,0,1,0,25,0,0,1
"0",94,0,0,0,0,1,-1,0,0,0,0,1,0,21,0,0,1
"1",66,0,0,0,0,1,-1,1,1,0,0,0,0,27,0,0,1
"1",48,0,1,0,0,1,789,1,0,1,0,0,0,30,0,0,1
"1",94,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,0,0
"0",74,1,0,0,0,1,-1,1,0,0,0,1,0,32,0,1,1
"1",81,0,1,0,0,1,328,1,0,0,0,1,0,21,0,0,1
"0",101,0,0,0,0,1,129,1,0,0,0,1,0,27,0,0,1
"0",83,0,1,0,0,1,208,1,0,0,0,1,0,22,0,1,1
"0",109,0,1,0,0,1,40,1,0,0,0,1,0,20,0,0,1
"1",154,0,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,0
"0",39,1,0,0,0,1,0,1,0,0,0,1,0,22,0,0,1
"1",123,1,0,0,0,1,7,1,0,0,0,1,0,23,0,0,1
"0",109,0,1,0,0,1,197,1,0,0,0,1,0,21,0,0,1
"0",98,0,0,0,0,1,47,1,0,0,0,0,0,23,0,0,1
"0",123,0,1,0,0,1,4,1,0,0,0,1,0,18,0,1,1
"0",734,0,0,0,0,0,231,1,0,1,0,0,0,40,0,0,1
"1",104,0,1,0,0,1,-1,1,0,0,0,1,0,23,0,0,1
"0",122,0,1,0,0,1,919,1,0,0,0,1,0,21,0,1,1
"1",27,0,0,0,0,1,10,1,1,0,0,0,0,27,0,0,0
"1",130,0,1,0,0,1,0,1,0,0,0,1,0,25,0,1,1
"0",52,0,0,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",94,0,0,0,0,1,0,1,0,0,0,1,0,27,0,1,1
"1",69,1,0,0,0,1,1831,1,0,0,0,1,0,20,0,1,1
"1",130,1,0,0,0,1,57,0,0,0,0,1,0,24,0,0,1
"0",91,0,0,0,0,1,375,1,0,0,0,1,0,20,0,0,1
"0",119,0,0,0,0,1,41,1,0,0,0,1,0,34,0,0,1
"1",109,0,1,0,0,1,0,1,0,0,0,1,0,18,0,0,1
"1",70,1,0,0,0,1,-1,1,0,0,0,1,0,28,0,1,1
"1",81,0,1,0,0,1,-1,1,0,1,0,0,0,21,0,1,0
"0",47,1,0,0,0,1,0,1,0,0,0,1,0,26,0,1,1
"0",118,1,0,0,0,0,2091,1,1,0,0,0,0,24,0,1,1
"0",108,0,1,0,0,1,104,1,0,0,0,1,0,26,0,0,1
"1",35,1,0,0,0,0,3302,1,1,0,0,0,0,31,0,1,1
"0",66,0,0,0,0,1,0,0,0,0,0,1,0,23,0,1,1
"1",77,1,0,0,0,1,0,1,0,0,0,1,0,22,0,0,1
"1",109,0,0,0,0,1,736,1,0,0,0,0,0,18,0,0,1
"1",101,0,0,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",70,0,1,0,0,1,143,0,0,0,0,1,0,27,0,0,1
"1",109,0,0,0,0,1,-1,1,0,0,0,1,0,29,0,0,1
"0",80,0,0,0,0,1,-1,1,0,0,0,1,0,21,0,0,1
"0",130,0,1,0,0,1,-1,1,0,0,0,1,0,22,0,0,1
"1",81,0,1,0,0,0,1513,0,0,1,0,0,0,25,0,0,0
"1",103,0,1,0,0,0,896,1,0,0,0,1,0,40,0,0,0
"0",131,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"1",88,0,0,0,0,1,0,1,0,1,0,0,0,29,0,0,1
"0",80,0,1,0,0,1,-1,1,0,0,0,0,0,20,0,0,1
"0",131,0,0,0,0,1,79,1,0,0,0,1,0,24,0,0,1
"1",104,1,0,0,0,1,-1,1,0,0,0,1,0,22,0,1,1
"1",76,0,1,0,0,1,-1,1,0,0,0,1,0,28,0,0,1
"0",81,0,1,0,0,1,-1,0,0,0,0,1,0,25,0,0,1
"0",83,0,0,0,0,1,2488,1,0,0,0,1,0,23,0,0,1
"0",112,0,0,0,0,0,-1,1,0,0,0,1,0,26,0,0,1
"0",126,0,0,0,0,1,20,1,0,1,0,0,0,30,0,0,1
"1",54,0,0,0,0,1,2417,0,0,0,0,1,0,24,0,0,1
"0",119,0,0,0,0,1,-1,1,0,0,0,1,0,25,0,0,1
"1",131,0,1,0,0,1,158,1,0,0,0,1,0,24,0,0,1
"1",74,0,0,0,0,1,-1,1,0,1,0,0,0,35,0,1,1
"1",52,0,0,0,0,1,11,1,0,0,0,1,0,21,0,1,1
"0",35,0,0,0,0,1,1504,1,0,1,0,0,0,23,0,0,1
"1",91,1,0,0,0,1,356,1,0,0,0,1,0,23,0,0,1
"0",94,0,0,0,0,1,398,1,0,0,0,1,0,32,0,0,1
"1",117,0,1,0,0,1,0,0,0,0,0,1,0,20,0,0,1
"1",61,0,1,0,0,1,-1,1,0,0,0,0,0,25,0,0,0
"1",53,0,0,0,0,1,-1,0,0,0,0,1,0,24,0,1,0
"1",52,0,0,0,0,1,-1,1,0,0,0,1,0,21,0,1,1
"0",112,1,0,0,0,1,11,1,0,0,0,1,0,24,0,1,1
"1",81,0,1,0,0,1,505,1,0,0,0,0,0,21,0,0,1
"0",132,0,0,0,0,1,0,1,0,0,0,0,0,22,0,0,1
"0",38,0,0,0,0,1,111,0,1,0,0,0,0,29,1,0,1
"0",81,0,0,0,0,1,-1,0,0,0,0,1,0,27,0,1,1
"1",67,0,0,0,0,1,924,1,0,0,0,1,0,21,0,1,1
"1",33,1,0,0,0,1,-1,1,0,1,0,0,0,29,0,0,1
"1",123,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,0,1
"1",98,1,0,0,0,1,2,1,0,0,1,0,0,30,0,1,1
"1",83,0,1,0,0,1,2197,1,0,0,0,1,0,22,0,0,1
"1",101,0,0,0,0,1,58,1,0,0,0,1,0,28,0,1,1
"1",81,0,0,0,0,1,6,1,0,0,0,1,0,26,0,0,1
"0",125,0,0,0,0,1,32,0,0,0,0,0,0,24,0,0,1
"0",70,1,0,0,0,1,-1,0,0,0,0,1,0,19,0,0,1
"0",110,1,0,0,0,1,237,1,0,0,0,1,0,25,0,1,1
"0",117,0,0,0,0,1,67,1,0,0,0,1,0,20,0,1,1
"1",88,0,0,0,0,1,-1,0,0,0,0,1,0,24,0,1,1
"1",153,0,1,0,0,1,0,1,0,1,0,0,0,41,0,0,0
"1",55,1,0,0,0,1,0,0,0,0,0,1,0,20,0,0,1
"0",67,0,1,0,0,1,0,1,0,0,0,1,0,20,0,0,1
"1",153,0,1,0,0,1,-1,0,0,0,0,1,0,30,0,0,1
"1",111,0,1,0,0,1,1295,1,0,0,0,1,0,20,0,0,1
"1",125,0,1,0,0,1,-1,1,0,0,0,1,0,20,0,0,1
"0",87,0,0,0,0,1,-1,1,0,0,0,1,0,25,0,0,1
"1",42,1,0,0,0,1,-1,1,0,0,1,0,0,35,0,0,1
"0",125,0,0,0,0,1,7,0,0,0,0,1,0,22,1,0,1
"0",231,0,1,0,0,1,593,1,0,1,0,0,0,31,0,0,1
"0",115,0,1,0,0,1,1151,1,0,0,0,1,0,18,0,1,1
"0",122,0,1,0,0,1,351,1,0,0,0,1,0,19,0,0,1
"0",124,0,1,0,0,1,44,1,1,0,0,0,0,38,0,1,1
"0",41,0,0,0,0,0,123,1,0,1,0,0,0,33,0,0,1
"1",83,0,1,0,0,1,110,1,0,0,0,1,0,24,0,0,1
"0",122,0,1,0,0,1,691,0,0,1,0,0,0,22,1,1,1
"0",108,0,0,0,0,1,17,1,0,0,0,1,0,22,0,1,1
"1",158,0,0,1,0,0,-1,1,0,0,0,1,0,31,0,0,1
"0",132,0,1,0,0,1,19,1,0,0,0,1,0,20,0,0,1
"0",90,0,1,0,0,1,70,0,0,0,0,1,0,24,0,1,1
"1",20,1,0,0,0,1,5,0,0,0,0,1,0,27,0,1,1
"0",125,0,1,0,0,1,6,1,0,0,0,1,0,17,0,0,1
"1",91,0,1,0,0,1,2,1,1,0,0,0,0,60,0,0,1
"1",52,0,1,0,0,1,-1,1,0,0,0,0,0,25,0,1,0
"0",63,0,0,0,0,1,-1,0,0,1,0,0,0,29,0,0,1
"1",115,0,1,0,0,1,69,1,0,0,0,1,0,24,0,1,1
"1",87,0,1,0,0,1,-1,1,0,1,0,0,0,29,0,0,1
"1",103,0,1,0,0,1,889,0,0,0,0,1,0,20,0,0,0
"1",132,0,1,0,0,1,0,1,0,0,0,1,0,45,0,0,1
"0",34,0,0,1,0,0,0,1,0,0,0,1,0,25,1,1,1
"1",80,1,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"0",46,0,0,0,0,1,1811,0,0,0,0,1,0,22,0,0,1
"0",133,0,0,0,0,1,1027,1,0,0,0,1,0,26,0,0,1
"0",77,0,0,0,0,0,1700,1,0,0,0,1,0,19,0,0,1
"0",77,0,0,0,0,1,3376,1,0,0,0,1,0,31,0,1,1
"1",61,0,0,0,0,1,0,1,0,0,0,1,0,24,0,0,1
"1",131,0,1,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"0",87,0,1,0,0,1,3,1,0,0,0,1,0,43,0,0,1
"0",115,0,1,0,0,1,55,1,0,0,0,1,0,34,0,0,1
"1",96,0,1,0,0,1,405,1,0,0,0,1,0,38,0,1,1
"0",84,0,1,0,0,1,345,1,0,0,0,1,0,23,0,0,1
"1",87,0,0,0,0,0,765,1,1,0,0,0,0,32,0,1,0
"1",130,1,0,0,0,1,0,1,0,0,0,1,0,29,0,0,1
"1",76,0,0,0,0,1,0,1,0,1,0,0,0,25,1,0,1
"1",49,1,0,0,0,1,4,1,0,0,0,1,0,23,0,1,1
"1",125,0,0,0,0,1,-1,0,0,0,0,1,0,20,0,0,0
"1",55,0,1,0,0,1,-1,1,0,0,0,1,0,24,0,1,1
"0",111,0,1,0,0,1,102,1,0,1,0,0,0,31,0,0,1
"1",125,0,0,0,0,1,161,1,0,1,0,0,0,30,0,0,1
"1",56,0,1,0,0,1,1854,0,0,0,0,1,0,20,0,0,1
"1",143,0,1,0,0,1,6,0,0,0,0,1,0,30,0,0,1
"0",101,0,0,1,0,0,-1,1,1,0,0,0,0,25,1,0,1
"0",129,1,0,0,0,1,21,1,0,0,0,1,0,20,0,1,1
"0",24,0,0,1,0,0,0,1,0,0,0,1,0,21,0,1,1
"1",67,0,1,0,0,0,237,1,0,0,0,1,0,40,0,0,1
"0",81,0,1,0,0,1,7,1,0,0,0,1,0,26,0,0,1
"0",75,0,0,0,0,1,-1,1,0,0,0,1,0,19,0,1,1
"1",136,0,0,0,0,1,45,0,0,0,0,1,0,27,0,0,1
"1",89,0,1,0,0,1,85,1,0,1,0,0,0,29,0,0,1
"1",123,1,0,0,0,1,232,1,1,0,0,0,0,58,0,0,1
"0",116,0,0,0,0,1,474,0,0,0,0,1,0,26,0,0,1
"0",68,0,0,0,0,1,193,1,0,0,0,1,0,27,0,0,1
"0",143,0,1,0,0,1,6,1,0,0,0,1,0,25,0,0,1
"0",95,0,1,0,0,1,492,1,0,0,0,1,0,23,0,1,1
"1",129,1,0,0,0,0,153,1,0,0,0,1,0,33,0,0,1
"0",101,0,1,0,0,1,374,1,0,0,0,1,0,21,0,0,1
